../instances/kp_100_1.in,-1,,41752,41700,4.6e-06,,0,1.3e-06,,
../instances/kp_100_2.in,-1,,38441,38367,2.2e-06,,0,1.2e-06,,
../instances/kp_1000_1.in,-1,,396700,396644,6.7e-06,,0,1.3e-06,,
../instances/kp_1000_2.in,-1,,407935,407930,6.3e-06,,0,1.3e-06,,
../instances/kp_10000_1.in,-1,,4092641,4092640,4.75e-05,,0,1.4e-06,,
../instances/kp_10000_1_0.1.in,-1,,1296681,1296663,4.15e-05,,0,1.2e-06,,
../instances/kp_10000_1_0.01.in,-1,,417235,417210,3.79e-05,,0,1.1e-06,,
../instances/kp_10000_1_0.02.in,-1,,585034,584993,4.3e-05,,0,1.1e-06,,
../instances/kp_10000_1_0.03.in,-1,,714797,714764,4.15e-05,,0,1.2e-06,,
../instances/kp_10000_1_0.04.in,-1,,823225,823196,3.79e-05,,0,1.1e-06,,
../instances/kp_10000_1_0.05.in,-1,,919171,919134,3.98e-05,,0,1.1e-06,,
../instances/kp_10000_2.in,-1,,4085793,4085773,3.73e-05,,0,1e-06,,
../instances/kp_100000_1.in,-1,,40686622,40686621,0.0003628,,0,1.3e-06,,
../instances/kp_100000_2.in,-1,,40542543,40542538,0.0003665,,0,1.2e-06,,
../instances/kp_1000_1.in,100,,43680,43503,1.9e-06,,0,1.1e-06,,
../instances/kp_1000_2.in,100,,50950,50930,1.7e-06,,0,1e-06,,
../instances/kp_10000_1.in,100,,45306,45285,1.8e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.1.in,100,,12509,12372,1.7e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.01.in,100,,1771,1771,1.7e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.02.in,100,,4057,4057,1.7e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.03.in,100,,5534,5534,1.7e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.04.in,100,,6880,6874,1.8e-06,,0,1e-06,,
../instances/kp_10000_1_0.05.in,100,,8087,8003,1.7e-06,,0,1.2e-06,,
../instances/kp_10000_2.in,100,,49773,49631,1.7e-06,,0,1.1e-06,,
../instances/kp_100000_1.in,100,,45608,45608,2.1e-06,,0,1.2e-06,,
../instances/kp_100000_2.in,100,,45530,45528,2.1e-06,,0,1.1e-06,,
../instances/kp_10000_1.in,1000,,471135,471120,5.1e-06,,0,1e-06,,
../instances/kp_10000_1_0.1.in,1000,,150519,150508,5.1e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.01.in,1000,,46609,46487,5.1e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.02.in,1000,,68104,68070,5.1e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.03.in,1000,,83874,83874,5.1e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.04.in,1000,,96750,96750,5e-06,,0,1.1e-06,,
../instances/kp_10000_1_0.05.in,1000,,107977,107937,5.1e-06,,0,1.1e-06,,
../instances/kp_10000_2.in,1000,,474616,474609,5.1e-06,,0,1.1e-06,,
../instances/kp_100000_1.in,1000,,469129,469126,5.3e-06,,0,1.2e-06,,
../instances/kp_100000_2.in,1000,,477630,477624,5.6e-06,,0,1.2e-06,,
../instances/kp_100000_1.in,10000,,4687329,4687311,3.77e-05,,0,1.3e-06,,
../instances/kp_100000_2.in,10000,,4688174,4688166,3.78e-05,,0,1.2e-06,,
